Value,Period,Reference Area,Industry Section,Measure Type,Unit
-20.7,quarter/2018 Q1,South East,E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-4.2,quarter/2018 Q1,South East,F,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.5,quarter/2018 Q1,South East,G_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.0,quarter/2018 Q1,South East,G,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.4,quarter/2018 Q1,South East,H,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.4,quarter/2018 Q1,South East,I,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.7,quarter/2018 Q1,South East,J,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.4,quarter/2018 Q1,South East,K,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.2,quarter/2018 Q1,South East,L,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.4,quarter/2018 Q1,South East,M,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
7.4,quarter/2018 Q1,South East,N,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.8,quarter/2018 Q1,South East,O,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-5.8,quarter/2018 Q1,South East,P,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.1,quarter/2018 Q1,South East,Q,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.6,quarter/2018 Q1,South East,R,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.8,quarter/2018 Q1,South East,S,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
12.4,quarter/2018 Q1,South East,T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.7,quarter/2018 Q2,South East,A_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.4,quarter/2018 Q2,South East,A,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-5.3,quarter/2018 Q2,South East,B_E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-17.2,quarter/2018 Q2,South East,B,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.7,quarter/2018 Q2,South East,C,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-8.8,quarter/2018 Q2,South East,D,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-23.9,quarter/2018 Q2,South East,E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-3.9,quarter/2018 Q2,South East,F,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.3,quarter/2018 Q2,South East,G_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.3,quarter/2018 Q2,South East,G,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.5,quarter/2018 Q2,South East,H,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.2,quarter/2018 Q2,South East,I,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.5,quarter/2018 Q2,South East,J,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-5.3,quarter/2018 Q2,South East,K,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.9,quarter/2018 Q2,South East,L,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
5.3,quarter/2018 Q2,South East,M,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.6,quarter/2018 Q2,South East,N,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.1,quarter/2018 Q2,South East,O,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-4.2,quarter/2018 Q2,South East,P,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.1,quarter/2018 Q2,South East,Q,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.3,quarter/2018 Q2,South East,R,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.5,quarter/2018 Q2,South East,S,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
14.1,quarter/2018 Q2,South East,T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.7,quarter/2018 Q3,South East,A_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-4.7,quarter/2018 Q3,South East,A,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.3,quarter/2018 Q3,South East,B_E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-14.9,quarter/2018 Q3,South East,B,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-3.0,quarter/2018 Q3,South East,C,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-6.9,quarter/2018 Q3,South East,D,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
14.1,quarter/2018 Q3,South East,E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.5,quarter/2018 Q3,South East,F,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.9,quarter/2018 Q3,South East,G_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.1,quarter/2018 Q3,South East,G,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.7,quarter/2018 Q3,South East,H,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
6.8,quarter/2018 Q3,South East,I,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
5.8,quarter/2018 Q3,South East,J,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-4.4,quarter/2018 Q3,South East,K,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.1,quarter/2018 Q3,South East,L,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.4,quarter/2018 Q3,South East,M,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.1,quarter/2018 Q3,South East,N,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.1,quarter/2018 Q3,South East,O,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-3.0,quarter/2018 Q3,South East,P,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.0,quarter/2018 Q3,South East,Q,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.1,quarter/2018 Q3,South East,R,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-6.3,quarter/2018 Q3,South East,S,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
13.1,quarter/2018 Q3,South East,T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.8,quarter/2018 Q4,South East,A_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-6.4,quarter/2018 Q4,South East,A,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.8,quarter/2018 Q4,South East,B_E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-13.0,quarter/2018 Q4,South East,B,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.1,quarter/2018 Q4,South East,C,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-6.6,quarter/2018 Q4,South East,D,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
8.3,quarter/2018 Q4,South East,E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.4,quarter/2018 Q4,South East,F,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.4,quarter/2018 Q4,South East,G_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.4,quarter/2018 Q4,South East,G,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.7,quarter/2018 Q4,South East,H,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
6.7,quarter/2018 Q4,South East,I,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
9.7,quarter/2018 Q4,South East,J,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-4.2,quarter/2018 Q4,South East,K,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.4,quarter/2018 Q4,South East,L,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
8.8,quarter/2018 Q4,South East,M,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
